Index,processing_index,original_index,TARGETID,TARGET_RA,TARGET_DEC,SURVEY,PROGRAM,HEALPIX,fits_downloaded,panstarrs_success,galaxy_size_success,fully_processed,failure_reason
300,7300,7300,39633528261970773,273.9790232110203,75.1585621479639,main,bright,16122,True,True,True,True,
301,7301,7301,39633528278745542,277.3990017168612,75.36670652491361,main,bright,16121,True,True,True,True,
302,7302,7302,39633529159552502,124.53723434261032,75.49558800673877,main,bright,8069,True,True,True,True,
303,7303,7303,39633529767724910,267.50805114813323,75.4289884659705,main,bright,11765,True,True,True,True,
304,7304,7304,39633529788696330,272.41310117041667,75.54144685913975,main,bright,16122,True,True,True,True,
305,7305,7305,39633530648529831,117.29690460712057,75.7445920247196,main,bright,8076,True,True,True,True,
306,7306,7306,39633530673693630,122.9294547012453,75.7275583060404,main,bright,8069,True,True,True,True,
307,7307,7307,39633530694668213,128.71422083510103,75.67666556941309,main,bright,7994,True,True,True,True,
308,7308,7308,39633530703053773,129.99692439804397,75.72762967159741,main,bright,7995,True,True,True,True,
309,7309,7309,39633530749192153,141.2591082879543,75.65596036967271,main,bright,7989,True,True,True,True,
310,7310,7310,39633530753384823,141.88734359897228,75.74921683508269,main,bright,7989,True,True,True,True,
311,7311,7311,39633530761773605,143.94210731514306,75.77277780019178,main,bright,8032,True,True,True,True,
312,7312,7312,39633530778552356,148.39366953739565,75.64528041098555,main,bright,8011,True,True,True,True,
313,7313,7313,39633530946323457,188.3299200698903,75.75953796042374,main,bright,12028,True,True,True,True,
314,7314,7314,39633532145896017,118.2092302777012,75.9399329143326,main,bright,8070,True,True,True,True,
315,7315,7315,39633532154285050,120.42861250505511,76.04906995678859,main,bright,8071,True,True,True,True,
316,7316,7316,39633532204616551,132.75133141385055,76.02297770565843,main,bright,7993,True,True,True,True,
317,7317,7317,39633532238170477,140.68785355683238,75.88124340806993,main,bright,7991,True,True,True,True,
318,7318,7318,39633532317860211,159.66963923075994,76.06066097448428,main,bright,8007,True,True,True,True,
319,7319,7319,39633532355609439,168.98277465042037,75.92973640026882,main,bright,7675,True,True,True,True,
320,7320,7320,39633532384972188,176.7660774736827,75.97865899734711,main,bright,7671,True,True,True,True,
321,7321,7321,39633533597125309,114.06247549586514,76.34086345459166,main,bright,8078,True,True,True,True,
322,7322,7322,39633533609709054,117.37323976522713,76.2167840377773,main,bright,8076,True,True,True,True,
323,7323,7323,39633533630678983,122.27631993030138,76.18157550584526,main,bright,8071,True,True,True,True,
324,7324,7324,39633533706174730,140.51164644352403,76.31044209142011,main,dark,7991,True,False,True,True,
325,7325,7325,39633533735536422,148.32748352543322,76.21641862600822,main,bright,8011,True,True,True,True,
326,7326,7326,39633533840392429,173.83439665529892,76.1661342172036,main,bright,7676,True,True,True,True,
327,7327,7327,39633533890727311,187.2013684163696,76.270830876538,main,bright,12028,True,True,True,True,
328,7328,7328,39633535039967015,114.1936730918753,76.39821638396013,main,bright,8078,True,True,True,True,
